Concurso,Data,D/SEMAN,Prêmio
3076,1996-02-28,quarta-feira,3858
3076,1996-02-28,quarta-feira,1329
3077,1996-03-02,sábado,4252
3077,1996-03-02,sábado,6506
3077,1996-03-02,sábado,2798
3077,1996-03-02,sábado,4662
3077,1996-03-02,sábado,4231
3078,1996-03-06,quarta-feira,295
3078,1996-03-06,quarta-feira,1535
3078,1996-03-06,quarta-feira,4315
3078,1996-03-06,quarta-feira,9188
3078,1996-03-06,quarta-feira,9030
3079,1996-03-09,sábado,7576
3079,1996-03-09,sábado,1896
3079,1996-03-09,sábado,3432
3079,1996-03-09,sábado,7234
3079,1996-03-09,sábado,5654
3080,1996-03-13,quarta-feira,2692
3080,1996-03-13,quarta-feira,5141
3080,1996-03-13,quarta-feira,5045
3080,1996-03-13,quarta-feira,1464
3080,1996-03-13,quarta-feira,5623
3081,1996-03-16,sábado,5247
3081,1996-03-16,sábado,5251
3081,1996-03-16,sábado,6456
3081,1996-03-16,sábado,627
3081,1996-03-16,sábado,2572
3082,1996-03-20,quarta-feira,3695
3082,1996-03-20,quarta-feira,2830
3082,1996-03-20,quarta-feira,1258
3082,1996-03-20,quarta-feira,5308
3082,1996-03-20,quarta-feira,7063
3083,1996-03-23,sábado,5749
3083,1996-03-23,sábado,3993
3083,1996-03-23,sábado,471
3083,1996-03-23,sábado,9026
3083,1996-03-23,sábado,2570
3084,1996-03-30,sábado,1616
3084,1996-03-30,sábado,3488
3084,1996-03-30,sábado,4204
3084,1996-03-30,sábado,8911
3084,1996-03-30,sábado,2709
3085,1996-04-03,quarta-feira,1233
3085,1996-04-03,quarta-feira,2158
3085,1996-04-03,quarta-feira,2220
3085,1996-04-03,quarta-feira,8384
3085,1996-04-03,quarta-feira,651
3086,1996-04-13,sábado,4574
3086,1996-04-13,sábado,4446
3086,1996-04-13,sábado,366
3086,1996-04-13,sábado,1507
3086,1996-04-13,sábado,8409
3087,1996-04-17,quarta-feira,817
3087,1996-04-17,quarta-feira,6126
3087,1996-04-17,quarta-feira,639
3087,1996-04-17,quarta-feira,8054
3087,1996-04-17,quarta-feira,3349
3088,1996-04-20,sábado,5968
3088,1996-04-20,sábado,828
3088,1996-04-20,sábado,5698
3088,1996-04-20,sábado,8527
3088,1996-04-20,sábado,6530
3089,1996-04-24,quarta-feira,2382
3089,1996-04-24,quarta-feira,7310
3089,1996-04-24,quarta-feira,7676
3089,1996-04-24,quarta-feira,2859
3089,1996-04-24,quarta-feira,3993
3090,1996-04-27,sábado,2746
3090,1996-04-27,sábado,2261
3090,1996-04-27,sábado,9266
3090,1996-04-27,sábado,8315
3090,1996-04-27,sábado,9238
3091,1996-05-04,sábado,8566
3091,1996-05-04,sábado,8423
3091,1996-05-04,sábado,9025
3091,1996-05-04,sábado,6259
3091,1996-05-04,sábado,7935
3092,1996-05-08,quarta-feira,3724
3092,1996-05-08,quarta-feira,7158
3092,1996-05-08,quarta-feira,3995
3092,1996-05-08,quarta-feira,6800
3092,1996-05-08,quarta-feira,8405
3093,1996-05-11,sábado,6205
3093,1996-05-11,sábado,8988
3093,1996-05-11,sábado,6784
3093,1996-05-11,sábado,3615
3093,1996-05-11,sábado,8051
3094,1996-05-15,quarta-feira,3946
3094,1996-05-15,quarta-feira,9909
3094,1996-05-15,quarta-feira,1358
3094,1996-05-15,quarta-feira,8600
3094,1996-05-15,quarta-feira,4534
3095,1996-05-18,sábado,2852
3095,1996-05-18,sábado,9816
3095,1996-05-18,sábado,8706
3095,1996-05-18,sábado,5157
3095,1996-05-18,sábado,4356
3096,1996-05-22,quarta-feira,2410
3096,1996-05-22,quarta-feira,6108
3096,1996-05-22,quarta-feira,4282
3096,1996-05-22,quarta-feira,7600
3096,1996-05-22,quarta-feira,5274
3097,1996-05-25,sábado,3383
3097,1996-05-25,sábado,9361
3097,1996-05-25,sábado,782
3097,1996-05-25,sábado,9979
3097,1996-05-25,sábado,66
3098,1996-05-29,quarta-feira,4568
3098,1996-05-29,quarta-feira,8498
3098,1996-05-29,quarta-feira,612
3098,1996-05-29,quarta-feira,1366
3098,1996-05-29,quarta-feira,418
3099,1996-06-01,sábado,4208
3099,1996-06-01,sábado,145
3099,1996-06-01,sábado,130
3099,1996-06-01,sábado,7996
3099,1996-06-01,sábado,8475
3100,1996-06-08,sábado,948
3100,1996-06-08,sábado,9987
3100,1996-06-08,sábado,4157
3100,1996-06-08,sábado,7310
3100,1996-06-08,sábado,6613
3101,1996-06-12,quarta-feira,7675
3101,1996-06-12,quarta-feira,425
3101,1996-06-12,quarta-feira,4132
3101,1996-06-12,quarta-feira,3107
3101,1996-06-12,quarta-feira,9454
3102,1996-06-15,sábado,9429
3102,1996-06-15,sábado,6982
3102,1996-06-15,sábado,2303
3102,1996-06-15,sábado,9544
3102,1996-06-15,sábado,3895
3103,1996-06-22,sábado,2899
3103,1996-06-22,sábado,2142
3103,1996-06-22,sábado,1681
3103,1996-06-22,sábado,8481
3103,1996-06-22,sábado,4316
3104,1996-06-26,quarta-feira,1662
3104,1996-06-26,quarta-feira,8263
3104,1996-06-26,quarta-feira,5880
3104,1996-06-26,quarta-feira,4385
3104,1996-06-26,quarta-feira,6200
3105,1996-06-29,sábado,8164
3105,1996-06-29,sábado,9928
3105,1996-06-29,sábado,1839
3105,1996-06-29,sábado,5519
3105,1996-06-29,sábado,6674
3106,1996-07-03,quarta-feira,4410
3106,1996-07-03,quarta-feira,9249
3106,1996-07-03,quarta-feira,4937
3106,1996-07-03,quarta-feira,2694
3106,1996-07-03,quarta-feira,1225
3107,1996-07-06,sábado,1609
3107,1996-07-06,sábado,5040
3107,1996-07-06,sábado,1768
3107,1996-07-06,sábado,3318
3107,1996-07-06,sábado,6360
3108,1996-07-10,quarta-feira,8280
3108,1996-07-10,quarta-feira,8465
3108,1996-07-10,quarta-feira,661
3108,1996-07-10,quarta-feira,3242
3108,1996-07-10,quarta-feira,1729
3109,1996-07-13,sábado,2206
3109,1996-07-13,sábado,1765
3109,1996-07-13,sábado,883
3109,1996-07-13,sábado,8745
3109,1996-07-13,sábado,8199
3110,1996-07-20,sábado,7780
3110,1996-07-20,sábado,3601
3110,1996-07-20,sábado,6360
3110,1996-07-20,sábado,5147
3110,1996-07-20,sábado,6793
3111,1996-07-24,quarta-feira,4766
3111,1996-07-24,quarta-feira,2076
3111,1996-07-24,quarta-feira,7029
3111,1996-07-24,quarta-feira,8220
3111,1996-07-24,quarta-feira,8602
3112,1996-07-27,sábado,9137
3112,1996-07-27,sábado,8947
3112,1996-07-27,sábado,6107
3112,1996-07-27,sábado,16
3112,1996-07-27,sábado,3582
3113,1996-07-31,quarta-feira,1335
3113,1996-07-31,quarta-feira,6571
3113,1996-07-31,quarta-feira,4755
3113,1996-07-31,quarta-feira,9456
3113,1996-07-31,quarta-feira,8087
3114,1996-08-03,sábado,2499
3114,1996-08-03,sábado,5631
3114,1996-08-03,sábado,8021
3114,1996-08-03,sábado,8411
3114,1996-08-03,sábado,4463
3115,1996-08-10,sábado,4004
3115,1996-08-10,sábado,3432
3115,1996-08-10,sábado,9843
3115,1996-08-10,sábado,6774
3115,1996-08-10,sábado,8877
3116,1996-08-14,quarta-feira,5009
3116,1996-08-14,quarta-feira,3804
3116,1996-08-14,quarta-feira,7138
3116,1996-08-14,quarta-feira,3651
3116,1996-08-14,quarta-feira,8885
3117,1996-08-17,sábado,4314
3117,1996-08-17,sábado,6031
3117,1996-08-17,sábado,9388
3117,1996-08-17,sábado,2073
3117,1996-08-17,sábado,114
3118,1996-08-21,quarta-feira,4043
3118,1996-08-21,quarta-feira,6039
3118,1996-08-21,quarta-feira,648
3118,1996-08-21,quarta-feira,526
3118,1996-08-21,quarta-feira,4182
3119,1996-08-24,sábado,2238
3119,1996-08-24,sábado,2428
3119,1996-08-24,sábado,7311
3119,1996-08-24,sábado,9318
3119,1996-08-24,sábado,2103
3120,1996-08-28,quarta-feira,7974
3120,1996-08-28,quarta-feira,5468
3120,1996-08-28,quarta-feira,2610
3120,1996-08-28,quarta-feira,7057
3120,1996-08-28,quarta-feira,1187
3121,1996-08-31,sábado,2612
3121,1996-08-31,sábado,1123
3121,1996-08-31,sábado,4231
3121,1996-08-31,sábado,4815
3121,1996-08-31,sábado,4459
3122,1996-09-07,sábado,939
3122,1996-09-07,sábado,4020
3122,1996-09-07,sábado,4360
3122,1996-09-07,sábado,7148
3122,1996-09-07,sábado,970
3123,1996-09-11,quarta-feira,5502
3123,1996-09-11,quarta-feira,8250
3123,1996-09-11,quarta-feira,5009
3123,1996-09-11,quarta-feira,500
3123,1996-09-11,quarta-feira,1130
3124,1996-09-14,sábado,2628
3124,1996-09-14,sábado,5516
3124,1996-09-14,sábado,5039
3124,1996-09-14,sábado,5492
3124,1996-09-14,sábado,6791
3125,1996-09-18,quarta-feira,9084
3125,1996-09-18,quarta-feira,7073
3125,1996-09-18,quarta-feira,8040
3125,1996-09-18,quarta-feira,2461
3125,1996-09-18,quarta-feira,706
3126,1996-09-21,sábado,5376
3126,1996-09-21,sábado,7346
3126,1996-09-21,sábado,4393
3126,1996-09-21,sábado,1155
3126,1996-09-21,sábado,2957
3127,1996-09-25,quarta-feira,9867
3127,1996-09-25,quarta-feira,3547
3127,1996-09-25,quarta-feira,2840
3127,1996-09-25,quarta-feira,832
3127,1996-09-25,quarta-feira,1826
3128,1996-09-28,sábado,7559
3128,1996-09-28,sábado,4228
3128,1996-09-28,sábado,5008
3128,1996-09-28,sábado,2988
3128,1996-09-28,sábado,4786
3129,1996-10-05,sábado,5663
3129,1996-10-05,sábado,6928
3129,1996-10-05,sábado,2762
3129,1996-10-05,sábado,5830
3129,1996-10-05,sábado,2137
3130,1996-10-09,quarta-feira,8821
3130,1996-10-09,quarta-feira,9244
3130,1996-10-09,quarta-feira,5034
3130,1996-10-09,quarta-feira,237
3130,1996-10-09,quarta-feira,1474
3131,1996-10-16,quarta-feira,432
3131,1996-10-16,quarta-feira,418
3131,1996-10-16,quarta-feira,120
3131,1996-10-16,quarta-feira,9927
3131,1996-10-16,quarta-feira,515
3132,1996-10-19,sábado,4382
3132,1996-10-19,sábado,3610
3132,1996-10-19,sábado,6804
3132,1996-10-19,sábado,1689
3132,1996-10-19,sábado,6077
3133,1996-10-23,quarta-feira,7484
3133,1996-10-23,quarta-feira,4620
3133,1996-10-23,quarta-feira,3958
3133,1996-10-23,quarta-feira,5010
3133,1996-10-23,quarta-feira,2452
3134,1996-10-26,sábado,297
3134,1996-10-26,sábado,6268
3134,1996-10-26,sábado,9322
3134,1996-10-26,sábado,9534
3134,1996-10-26,sábado,3128
3135,1996-10-30,quarta-feira,6080
3135,1996-10-30,quarta-feira,4257
3135,1996-10-30,quarta-feira,2587
3135,1996-10-30,quarta-feira,8376
3135,1996-10-30,quarta-feira,9398
3136,1996-11-09,sábado,1891
3136,1996-11-09,sábado,2024
3136,1996-11-09,sábado,7851
3136,1996-11-09,sábado,7789
3136,1996-11-09,sábado,7136
3137,1996-11-16,sábado,3622
3137,1996-11-16,sábado,6934
3137,1996-11-16,sábado,8175
3137,1996-11-16,sábado,5130
3137,1996-11-16,sábado,8759
3138,1996-11-20,quarta-feira,666
3138,1996-11-20,quarta-feira,6405
3138,1996-11-20,quarta-feira,6403
3138,1996-11-20,quarta-feira,5782
3138,1996-11-20,quarta-feira,8207
3139,1996-11-23,sábado,4970
3139,1996-11-23,sábado,6150
3139,1996-11-23,sábado,3544
3139,1996-11-23,sábado,7196
3139,1996-11-23,sábado,457
3140,1996-11-27,quarta-feira,3153
3140,1996-11-27,quarta-feira,236
3140,1996-11-27,quarta-feira,7800
3140,1996-11-27,quarta-feira,8084
3140,1996-11-27,quarta-feira,515
3141,1996-11-30,sábado,4180
3141,1996-11-30,sábado,2148
3141,1996-11-30,sábado,3576
3141,1996-11-30,sábado,1026
3141,1996-11-30,sábado,4192
3142,1996-12-04,quarta-feira,49
3142,1996-12-04,quarta-feira,6880
3142,1996-12-04,quarta-feira,6366
3142,1996-12-04,quarta-feira,2438
3142,1996-12-04,quarta-feira,431
3143,1996-12-07,sábado,7008
3143,1996-12-07,sábado,8341
3143,1996-12-07,sábado,5069
3143,1996-12-07,sábado,3509
3143,1996-12-07,sábado,4009
3144,1996-12-11,quarta-feira,128
3144,1996-12-11,quarta-feira,7786
3144,1996-12-11,quarta-feira,1824
3144,1996-12-11,quarta-feira,2919
3144,1996-12-11,quarta-feira,3432
3145,1996-12-14,sábado,641
3145,1996-12-14,sábado,5514
3145,1996-12-14,sábado,1060
3145,1996-12-14,sábado,9825
3145,1996-12-14,sábado,1217
3146,1996-12-21,sábado,2351
3146,1996-12-21,sábado,8692
3146,1996-12-21,sábado,5263
3146,1996-12-21,sábado,5020
3146,1996-12-21,sábado,1652
3147,1996-12-28,sábado,5669
3147,1996-12-28,sábado,1038
3147,1996-12-28,sábado,7379
3147,1996-12-28,sábado,6344
3147,1996-12-28,sábado,7726
3148,1997-01-04,sábado,9071
3148,1997-01-04,sábado,1294
3148,1997-01-04,sábado,8999
3148,1997-01-04,sábado,8156
3148,1997-01-04,sábado,2536
3149,1997-01-08,quarta-feira,5341
3149,1997-01-08,quarta-feira,4666
3149,1997-01-08,quarta-feira,2362
3149,1997-01-08,quarta-feira,33
3149,1997-01-08,quarta-feira,4132
3150,1997-01-11,sábado,2866
3150,1997-01-11,sábado,8423
3150,1997-01-11,sábado,6320
3150,1997-01-11,sábado,2790
3150,1997-01-11,sábado,2661
3151,1997-01-15,quarta-feira,329
3151,1997-01-15,quarta-feira,3409
3151,1997-01-15,quarta-feira,6040
3151,1997-01-15,quarta-feira,1057
3151,1997-01-15,quarta-feira,656
3152,1997-01-18,sábado,844
3152,1997-01-18,sábado,7145
3152,1997-01-18,sábado,2653
3152,1997-01-18,sábado,4315
3152,1997-01-18,sábado,9001
3153,1997-01-22,quarta-feira,2085
3153,1997-01-22,quarta-feira,2544
3153,1997-01-22,quarta-feira,1019
3153,1997-01-22,quarta-feira,6618
3153,1997-01-22,quarta-feira,2604
3154,1997-01-25,sábado,4591
3154,1997-01-25,sábado,1517
3154,1997-01-25,sábado,8323
3154,1997-01-25,sábado,3710
3154,1997-01-25,sábado,5818
3155,1997-02-01,sábado,242
3155,1997-02-01,sábado,9204
3155,1997-02-01,sábado,6520
3155,1997-02-01,sábado,4032
3155,1997-02-01,sábado,913
3156,1997-02-05,quarta-feira,4924
3156,1997-02-05,quarta-feira,6587
3156,1997-02-05,quarta-feira,7853
3156,1997-02-05,quarta-feira,8625
3156,1997-02-05,quarta-feira,827
3157,1997-02-08,sábado,8196
3157,1997-02-08,sábado,8181
3157,1997-02-08,sábado,2551
3157,1997-02-08,sábado,3606
3157,1997-02-08,sábado,4313
3158,1997-02-15,sábado,6745
3158,1997-02-15,sábado,3748
3158,1997-02-15,sábado,3729
3158,1997-02-15,sábado,785
3158,1997-02-15,sábado,2821
3159,1997-02-19,quarta-feira,3117
3159,1997-02-19,quarta-feira,635
3159,1997-02-19,quarta-feira,5161
3159,1997-02-19,quarta-feira,322
3159,1997-02-19,quarta-feira,6911
3160,1997-02-22,sábado,8799
3160,1997-02-22,sábado,1501
3160,1997-02-22,sábado,6301
3160,1997-02-22,sábado,6324
3160,1997-02-22,sábado,9015
3161,1997-03-01,sábado,5945
3161,1997-03-01,sábado,7427
3161,1997-03-01,sábado,5376
3161,1997-03-01,sábado,4338
3161,1997-03-01,sábado,1012
3162,1997-03-05,quarta-feira,5054
3162,1997-03-05,quarta-feira,5663
3162,1997-03-05,quarta-feira,3360
3162,1997-03-05,quarta-feira,8992
3162,1997-03-05,quarta-feira,4995
3163,1997-03-08,sábado,4411
3163,1997-03-08,sábado,1649
3163,1997-03-08,sábado,2213
3163,1997-03-08,sábado,6413
3163,1997-03-08,sábado,3930
3164,1997-03-12,quarta-feira,6575
3164,1997-03-12,quarta-feira,2825
3164,1997-03-12,quarta-feira,8736
3164,1997-03-12,quarta-feira,6080
3164,1997-03-12,quarta-feira,8894
3165,1997-03-15,sábado,5341
3165,1997-03-15,sábado,8952
3165,1997-03-15,sábado,6295
3165,1997-03-15,sábado,7412
3165,1997-03-15,sábado,1007
3166,1997-03-19,quarta-feira,8958
3166,1997-03-19,quarta-feira,2654
3166,1997-03-19,quarta-feira,8023
3166,1997-03-19,quarta-feira,8318
3166,1997-03-19,quarta-feira,5859
3167,1997-03-22,sábado,8826
3167,1997-03-22,sábado,7781
3167,1997-03-22,sábado,4615
3167,1997-03-22,sábado,2394
3167,1997-03-22,sábado,6795
3168,1997-03-29,sábado,5010
3168,1997-03-29,sábado,3775
3168,1997-03-29,sábado,4510
3168,1997-03-29,sábado,8617
3168,1997-03-29,sábado,8974
3169,1997-04-02,quarta-feira,5625
3169,1997-04-02,quarta-feira,3231
3169,1997-04-02,quarta-feira,3373
3169,1997-04-02,quarta-feira,4796
3169,1997-04-02,quarta-feira,9685
3170,1997-04-05,sábado,1283
3170,1997-04-05,sábado,4997
3170,1997-04-05,sábado,9147
3170,1997-04-05,sábado,6018
3170,1997-04-05,sábado,352
3171,1997-04-09,quarta-feira,7494
3171,1997-04-09,quarta-feira,9034
3171,1997-04-09,quarta-feira,5125
3171,1997-04-09,quarta-feira,3178
3171,1997-04-09,quarta-feira,3141
3172,1997-04-12,sábado,107
3172,1997-04-12,sábado,8378
3172,1997-04-12,sábado,6582
3172,1997-04-12,sábado,8974
3172,1997-04-12,sábado,63
3173,1997-04-16,quarta-feira,1673
3173,1997-04-16,quarta-feira,664
3173,1997-04-16,quarta-feira,3284
3173,1997-04-16,quarta-feira,1525
3173,1997-04-16,quarta-feira,1704
3174,1997-04-19,sábado,8074
3174,1997-04-19,sábado,6722
3174,1997-04-19,sábado,8758
3174,1997-04-19,sábado,3375
3174,1997-04-19,sábado,3007
3175,1997-04-26,sábado,7691
3175,1997-04-26,sábado,3664
3175,1997-04-26,sábado,2204
3175,1997-04-26,sábado,9467
3175,1997-04-26,sábado,7402
3176,1997-05-03,sábado,3939
3176,1997-05-03,sábado,1849
3176,1997-05-03,sábado,876
3176,1997-05-03,sábado,5515
3176,1997-05-03,sábado,5320
3177,1997-05-07,quarta-feira,5422
3177,1997-05-07,quarta-feira,2663
3177,1997-05-07,quarta-feira,3085
3177,1997-05-07,quarta-feira,5678
3177,1997-05-07,quarta-feira,6082
3178,1997-05-10,sábado,93
3178,1997-05-10,sábado,6293
3178,1997-05-10,sábado,731
3178,1997-05-10,sábado,1838
3178,1997-05-10,sábado,3814
3179,1997-05-14,quarta-feira,7093
3179,1997-05-14,quarta-feira,2281
3179,1997-05-14,quarta-feira,3567
3179,1997-05-14,quarta-feira,7302
3179,1997-05-14,quarta-feira,3684
3180,1997-05-17,sábado,9956
3180,1997-05-17,sábado,2436
3180,1997-05-17,sábado,1611
3180,1997-05-17,sábado,2087
3180,1997-05-17,sábado,5845
3181,1997-05-21,quarta-feira,5845
3181,1997-05-21,quarta-feira,8220
3181,1997-05-21,quarta-feira,176
3181,1997-05-21,quarta-feira,9542
3181,1997-05-21,quarta-feira,7687
3182,1997-05-24,sábado,787
3182,1997-05-24,sábado,3019
3182,1997-05-24,sábado,2957
3182,1997-05-24,sábado,6875
3182,1997-05-24,sábado,7261
3183,1997-05-31,sábado,5585
3183,1997-05-31,sábado,2660
3183,1997-05-31,sábado,3384
3183,1997-05-31,sábado,5258
3183,1997-05-31,sábado,9082
3184,1997-06-04,quarta-feira,2317
3184,1997-06-04,quarta-feira,5678
3184,1997-06-04,quarta-feira,1610
3184,1997-06-04,quarta-feira,8387
3184,1997-06-04,quarta-feira,8919
3185,1997-06-07,sábado,3172
3185,1997-06-07,sábado,1110
3185,1997-06-07,sábado,9495
3185,1997-06-07,sábado,5536
3185,1997-06-07,sábado,4007
3186,1997-06-11,quarta-feira,3223
3186,1997-06-11,quarta-feira,3868
3186,1997-06-11,quarta-feira,4624
3186,1997-06-11,quarta-feira,9872
3186,1997-06-11,quarta-feira,666
3187,1997-06-14,sábado,809
3187,1997-06-14,sábado,1253
3187,1997-06-14,sábado,2473
3187,1997-06-14,sábado,5494
3187,1997-06-14,sábado,5211
3188,1997-06-21,sábado,4905
3188,1997-06-21,sábado,3842
3188,1997-06-21,sábado,6060
3188,1997-06-21,sábado,9687
3188,1997-06-21,sábado,2473
3189,1997-06-25,quarta-feira,7956
3189,1997-06-25,quarta-feira,5093
3189,1997-06-25,quarta-feira,6253
3189,1997-06-25,quarta-feira,173
3189,1997-06-25,quarta-feira,4851
3190,1997-06-28,sábado,2746
3190,1997-06-28,sábado,2936
3190,1997-06-28,sábado,4517
3190,1997-06-28,sábado,860
3190,1997-06-28,sábado,4698
3191,1997-07-02,quarta-feira,7075
3191,1997-07-02,quarta-feira,9053
3191,1997-07-02,quarta-feira,3299
3191,1997-07-02,quarta-feira,1144
3191,1997-07-02,quarta-feira,4796
3192,1997-07-05,sábado,9130
3192,1997-07-05,sábado,9517
3192,1997-07-05,sábado,4567
3192,1997-07-05,sábado,3318
3192,1997-07-05,sábado,4334
3193,1997-07-09,quarta-feira,9816
3193,1997-07-09,quarta-feira,9233
3193,1997-07-09,quarta-feira,4337
3193,1997-07-09,quarta-feira,7716
3193,1997-07-09,quarta-feira,1249
3194,1997-07-12,sábado,9740
3194,1997-07-12,sábado,2852
3194,1997-07-12,sábado,1089
3194,1997-07-12,sábado,3526
3194,1997-07-12,sábado,5861
3195,1997-07-16,quarta-feira,765
3195,1997-07-16,quarta-feira,6433
3195,1997-07-16,quarta-feira,6346
3195,1997-07-16,quarta-feira,3488
3195,1997-07-16,quarta-feira,4722
3196,1997-07-19,sábado,1478
3196,1997-07-19,sábado,3509
3196,1997-07-19,sábado,4654
3196,1997-07-19,sábado,3895
3196,1997-07-19,sábado,3
3197,1997-07-23,quarta-feira,7041
3197,1997-07-23,quarta-feira,5731
3197,1997-07-23,quarta-feira,9942
3197,1997-07-23,quarta-feira,2099
3197,1997-07-23,quarta-feira,3832
3198,1997-07-26,sábado,1803
3198,1997-07-26,sábado,4063
3198,1997-07-26,sábado,1400
3198,1997-07-26,sábado,6069
3198,1997-07-26,sábado,4323
3199,1997-08-02,sábado,8726
3199,1997-08-02,sábado,2307
3199,1997-08-02,sábado,9320
3199,1997-08-02,sábado,6473
3199,1997-08-02,sábado,36
3200,1997-08-06,quarta-feira,5106
3200,1997-08-06,quarta-feira,2263
3200,1997-08-06,quarta-feira,6920
3200,1997-08-06,quarta-feira,6536
3200,1997-08-06,quarta-feira,6285
3201,1997-08-09,sábado,1193
3201,1997-08-09,sábado,2267
3201,1997-08-09,sábado,3578
3201,1997-08-09,sábado,2896
3201,1997-08-09,sábado,1121
3202,1997-08-13,quarta-feira,635
3202,1997-08-13,quarta-feira,3805
3202,1997-08-13,quarta-feira,1111
3202,1997-08-13,quarta-feira,264
3202,1997-08-13,quarta-feira,4927
3203,1997-08-16,sábado,7614
3203,1997-08-16,sábado,4235
3203,1997-08-16,sábado,3420
3203,1997-08-16,sábado,9546
3203,1997-08-16,sábado,6068
3204,1997-08-20,quarta-feira,891
3204,1997-08-20,quarta-feira,4984
3204,1997-08-20,quarta-feira,7130
3204,1997-08-20,quarta-feira,4988
3204,1997-08-20,quarta-feira,7489
3205,1997-08-23,sábado,2861
3205,1997-08-23,sábado,9580
3205,1997-08-23,sábado,7235
3205,1997-08-23,sábado,2928
3205,1997-08-23,sábado,8188
3206,1997-08-27,quarta-feira,3250
3206,1997-08-27,quarta-feira,7741
3206,1997-08-27,quarta-feira,24
3206,1997-08-27,quarta-feira,6884
3206,1997-08-27,quarta-feira,3373
3207,1997-08-30,sábado,2453
3207,1997-08-30,sábado,4267
3207,1997-08-30,sábado,9478
3207,1997-08-30,sábado,7597
3207,1997-08-30,sábado,9075
3208,1997-09-03,quarta-feira,7852
3208,1997-09-03,quarta-feira,6087
3208,1997-09-03,quarta-feira,1790
3208,1997-09-03,quarta-feira,6459
3208,1997-09-03,quarta-feira,3284
3209,1997-09-06,sábado,3840
3209,1997-09-06,sábado,7019
3209,1997-09-06,sábado,5460
3209,1997-09-06,sábado,3268
3209,1997-09-06,sábado,212
3210,1997-09-13,sábado,2035
3210,1997-09-13,sábado,6897
3210,1997-09-13,sábado,9835
3210,1997-09-13,sábado,1599
3210,1997-09-13,sábado,4364
3211,1997-09-17,quarta-feira,7638
3211,1997-09-17,quarta-feira,1477
3211,1997-09-17,quarta-feira,9002
3211,1997-09-17,quarta-feira,8151
3211,1997-09-17,quarta-feira,8643
3212,1997-09-20,sábado,1322
3212,1997-09-20,sábado,5485
3212,1997-09-20,sábado,569
3212,1997-09-20,sábado,9623
3212,1997-09-20,sábado,1857
3213,1997-09-24,quarta-feira,5539
3213,1997-09-24,quarta-feira,778
3213,1997-09-24,quarta-feira,6971
3213,1997-09-24,quarta-feira,2890
3213,1997-09-24,quarta-feira,1753
3214,1997-09-27,sábado,4620
3214,1997-09-27,sábado,6368
3214,1997-09-27,sábado,2733
3214,1997-09-27,sábado,533
3214,1997-09-27,sábado,1877
3215,1997-10-01,quarta-feira,2430
3215,1997-10-01,quarta-feira,1860
3215,1997-10-01,quarta-feira,101
3215,1997-10-01,quarta-feira,4754
3215,1997-10-01,quarta-feira,5345
3216,1997-10-04,sábado,3746
3216,1997-10-04,sábado,630
3216,1997-10-04,sábado,5177
3216,1997-10-04,sábado,3392
3216,1997-10-04,sábado,2124
3217,1997-10-08,quarta-feira,3838
3217,1997-10-08,quarta-feira,1334
3217,1997-10-08,quarta-feira,6630
3217,1997-10-08,quarta-feira,595
3217,1997-10-08,quarta-feira,3348
3218,1997-10-11,sábado,2820
3218,1997-10-11,sábado,4907
3218,1997-10-11,sábado,513
3218,1997-10-11,sábado,1838
3218,1997-10-11,sábado,9498
3219,1997-10-15,quarta-feira,6825
3219,1997-10-15,quarta-feira,6826
3219,1997-10-15,quarta-feira,2126
3219,1997-10-15,quarta-feira,1577
3219,1997-10-15,quarta-feira,2715
3220,1997-10-18,sábado,7941
3220,1997-10-18,sábado,6430
3220,1997-10-18,sábado,410
3220,1997-10-18,sábado,5929
3220,1997-10-18,sábado,1884
3221,1997-10-22,quarta-feira,422
3221,1997-10-22,quarta-feira,9878
3221,1997-10-22,quarta-feira,2267
3221,1997-10-22,quarta-feira,1085
3221,1997-10-22,quarta-feira,4662
3222,1997-10-25,sábado,4812
3222,1997-10-25,sábado,7508
3222,1997-10-25,sábado,4729
3222,1997-10-25,sábado,2524
3222,1997-10-25,sábado,1601
3223,1997-10-29,quarta-feira,3523
3223,1997-10-29,quarta-feira,8938
3223,1997-10-29,quarta-feira,3669
3223,1997-10-29,quarta-feira,7181
3223,1997-10-29,quarta-feira,3955
3224,1997-11-01,sábado,4670
3224,1997-11-01,sábado,3659
3224,1997-11-01,sábado,6968
3224,1997-11-01,sábado,157
3224,1997-11-01,sábado,9886
3225,1997-11-05,quarta-feira,4283
3225,1997-11-05,quarta-feira,829
3225,1997-11-05,quarta-feira,837
3225,1997-11-05,quarta-feira,2290
3225,1997-11-05,quarta-feira,2130
3226,1997-11-08,sábado,1612
3226,1997-11-08,sábado,8432
3226,1997-11-08,sábado,2701
3226,1997-11-08,sábado,6958
3226,1997-11-08,sábado,3329
3227,1997-11-15,sábado,3934
3227,1997-11-15,sábado,816
3227,1997-11-15,sábado,7372
3227,1997-11-15,sábado,76
3227,1997-11-15,sábado,6136
3228,1997-11-19,quarta-feira,6970
3228,1997-11-19,quarta-feira,5027
3228,1997-11-19,quarta-feira,8657
3228,1997-11-19,quarta-feira,828
3228,1997-11-19,quarta-feira,6701
3229,1997-11-22,sábado,5590
3229,1997-11-22,sábado,8308
3229,1997-11-22,sábado,311
3229,1997-11-22,sábado,2542
3229,1997-11-22,sábado,3468
3230,1997-11-26,quarta-feira,8986
3230,1997-11-26,quarta-feira,3636
